scenario,nuplan_category,episode,env_id,steps,crashed,step_of_crash,total_reward,lane_changes,failure_category,primary_category,failure_events,evidence_paths,n_perception,n_prediction,n_planning,n_alignment,n_robustness,n_interaction,n_unknown
junction_crossing_busy,junction_crossing,17,intersection-v0,5,True,5,-0.42,5,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_busy_ep0017_step0005_robustness.json,0,0,0,0,1,0,0
junction_crossing_busy,junction_crossing,18,intersection-v0,2,True,2,-3.0,2,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_busy_ep0018_step0002_robustness.json,0,0,0,0,1,0,0
junction_crossing_busy,junction_crossing,19,intersection-v0,3,True,3,-2.0,3,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_busy_ep0019_step0003_robustness.json,0,0,0,0,1,0,0
junction_crossing_busy,junction_crossing,20,intersection-v0,3,True,3,-2.47,3,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_busy_ep0020_step0003_robustness.json,0,0,0,0,1,0,0
junction_crossing_busy,junction_crossing,21,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_busy,junction_crossing,22,intersection-v0,3,True,3,-2.47,3,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_busy_ep0022_step0003_robustness.json,0,0,0,0,1,0,0
junction_crossing_busy,junction_crossing,23,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_busy,junction_crossing,24,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_busy,junction_crossing,25,intersection-v0,3,True,3,-2.0,3,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_busy_ep0025_step0003_robustness.json,0,0,0,0,1,0,0
junction_crossing_busy,junction_crossing,26,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_busy,junction_crossing,27,intersection-v0,4,True,4,-1.0,4,Robustness,Robustness,1,results\evaluation\evidence\junction_crossing_busy_ep0027_step0004_robustness.json,0,0,0,0,1,0,0
junction_crossing_busy,junction_crossing,28,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
junction_crossing_busy,junction_crossing,29,intersection-v0,5,False,0,5.0,5,,Unknown,0,,0,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,0,highway-v0,1,True,1,0.02,0,Planning,Planning,1,results\evaluation\evidence\pedestrian_static_ep0000_step0001_planning.json,0,0,1,0,0,0,0
pedestrian_static,pedestrian_interaction,1,highway-v0,30,False,0,27.91,5,,Unknown,0,,0,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,2,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_static_ep0002_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_static,pedestrian_interaction,3,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_static_ep0003_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_static,pedestrian_interaction,4,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_static_ep0004_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_static,pedestrian_interaction,5,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_static_ep0005_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_static,pedestrian_interaction,6,highway-v0,30,False,0,28.19,15,,Unknown,0,,0,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,7,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_static_ep0007_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_static,pedestrian_interaction,8,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_static_ep0008_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_static,pedestrian_interaction,9,highway-v0,1,True,1,0.01,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_static_ep0009_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_static,pedestrian_interaction,10,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_static_ep0010_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_static,pedestrian_interaction,11,highway-v0,1,True,1,0.0,0,Planning,Planning,1,results\evaluation\evidence\pedestrian_static_ep0011_step0001_planning.json,0,0,1,0,0,0,0
pedestrian_static,pedestrian_interaction,12,highway-v0,1,True,1,0.01,0,Planning,Planning,1,results\evaluation\evidence\pedestrian_static_ep0012_step0001_planning.json,0,0,1,0,0,0,0
pedestrian_static,pedestrian_interaction,13,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_static_ep0013_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_static,pedestrian_interaction,14,highway-v0,30,False,0,28.06,9,,Unknown,0,,0,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,15,highway-v0,1,True,1,0.02,0,Planning,Planning,1,results\evaluation\evidence\pedestrian_static_ep0015_step0001_planning.json,0,0,1,0,0,0,0
pedestrian_static,pedestrian_interaction,16,highway-v0,30,False,0,28.29,3,,Unknown,0,,0,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,17,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_static_ep0017_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_static,pedestrian_interaction,18,highway-v0,1,True,1,0.02,0,Planning,Planning,1,results\evaluation\evidence\pedestrian_static_ep0018_step0001_planning.json,0,0,1,0,0,0,0
pedestrian_static,pedestrian_interaction,19,highway-v0,1,True,1,0.01,0,Planning,Planning,1,results\evaluation\evidence\pedestrian_static_ep0019_step0001_planning.json,0,0,1,0,0,0,0
pedestrian_static,pedestrian_interaction,20,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_static_ep0020_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_static,pedestrian_interaction,21,highway-v0,30,False,0,27.92,20,,Unknown,0,,0,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,22,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_static_ep0022_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_static,pedestrian_interaction,23,highway-v0,1,True,1,0.0,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_static_ep0023_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_static,pedestrian_interaction,24,highway-v0,30,False,0,27.86,5,,Unknown,0,,0,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,25,highway-v0,30,False,0,28.22,6,,Unknown,0,,0,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,26,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_static_ep0026_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_static,pedestrian_interaction,27,highway-v0,30,False,0,27.63,7,,Unknown,0,,0,0,0,0,0,0,0
pedestrian_static,pedestrian_interaction,28,highway-v0,1,True,1,0.01,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_static_ep0028_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_static,pedestrian_interaction,29,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_static_ep0029_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,0,highway-v0,1,True,1,0.02,0,Planning,Planning,1,results\evaluation\evidence\pedestrian_crossing_ep0000_step0001_planning.json,0,0,1,0,0,0,0
pedestrian_crossing,pedestrian_interaction,1,highway-v0,1,True,1,0.01,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0001_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,2,highway-v0,1,True,1,0.02,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0002_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,3,highway-v0,1,True,1,0.02,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0003_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,4,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0004_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,5,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0005_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,6,highway-v0,1,True,1,0.01,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0006_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,7,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0007_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,8,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0008_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,9,highway-v0,1,True,1,0.02,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0009_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,10,highway-v0,1,True,1,0.02,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0010_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,11,highway-v0,1,True,1,0.0,0,Planning,Planning,1,results\evaluation\evidence\pedestrian_crossing_ep0011_step0001_planning.json,0,0,1,0,0,0,0
pedestrian_crossing,pedestrian_interaction,12,highway-v0,1,True,1,0.01,0,Planning,Planning,1,results\evaluation\evidence\pedestrian_crossing_ep0012_step0001_planning.json,0,0,1,0,0,0,0
pedestrian_crossing,pedestrian_interaction,13,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0013_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,14,highway-v0,30,False,0,28.19,17,,Unknown,0,,0,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,15,highway-v0,1,True,1,0.02,0,Planning,Planning,1,results\evaluation\evidence\pedestrian_crossing_ep0015_step0001_planning.json,0,0,1,0,0,0,0
pedestrian_crossing,pedestrian_interaction,16,highway-v0,1,True,1,0.01,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0016_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,17,highway-v0,1,True,1,0.02,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0017_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,18,highway-v0,1,True,1,0.02,0,Planning,Planning,1,results\evaluation\evidence\pedestrian_crossing_ep0018_step0001_planning.json,0,0,1,0,0,0,0
pedestrian_crossing,pedestrian_interaction,19,highway-v0,1,True,1,0.01,0,Planning,Planning,1,results\evaluation\evidence\pedestrian_crossing_ep0019_step0001_planning.json,0,0,1,0,0,0,0
pedestrian_crossing,pedestrian_interaction,20,highway-v0,1,True,1,0.02,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0020_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,21,highway-v0,30,False,0,27.66,18,,Unknown,0,,0,0,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,22,highway-v0,1,True,1,0.02,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0022_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,23,highway-v0,1,True,1,0.0,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0023_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,24,highway-v0,1,True,1,0.01,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0024_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,25,highway-v0,1,True,1,0.01,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0025_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,26,highway-v0,1,True,1,0.02,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0026_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,27,highway-v0,1,True,1,0.02,1,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0027_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,28,highway-v0,1,True,1,0.01,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0028_step0001_prediction.json,0,1,0,0,0,0,0
pedestrian_crossing,pedestrian_interaction,29,highway-v0,1,True,1,0.02,0,Prediction,Prediction,1,results\evaluation\evidence\pedestrian_crossing_ep0029_step0001_prediction.json,0,1,0,0,0,0,0
lane_change_simple,lane_change,0,highway-v0,4,True,4,2.87,4,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0000_step0004_alignment.json,0,0,0,1,0,0,0
lane_change_simple,lane_change,1,highway-v0,15,True,15,13.24,15,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0001_step0015_alignment.json,0,0,0,1,0,0,0
lane_change_simple,lane_change,2,highway-v0,6,True,6,4.78,6,Planning,Planning,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0002_step0006_planning.json,0,0,1,0,0,0,0
lane_change_simple,lane_change,3,highway-v0,5,True,5,3.96,4,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0003_step0005_alignment.json,0,0,0,1,0,0,0
lane_change_simple,lane_change,4,highway-v0,10,True,10,8.63,10,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0004_step0010_alignment.json,0,0,0,1,0,0,0
lane_change_simple,lane_change,5,highway-v0,6,True,6,4.82,6,Interaction,Interaction,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0005_step0006_interaction.json,0,0,0,0,0,1,0
lane_change_simple,lane_change,6,highway-v0,13,True,13,11.37,13,Planning,Planning,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0006_step0013_planning.json,0,0,1,0,0,0,0
lane_change_simple,lane_change,7,highway-v0,10,True,10,8.51,10,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0007_step0010_alignment.json,0,0,0,1,0,0,0
lane_change_simple,lane_change,8,highway-v0,6,True,6,4.8,6,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0008_step0006_alignment.json,0,0,0,1,0,0,0
lane_change_simple,lane_change,9,highway-v0,18,True,18,16.07,18,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0009_step0018_alignment.json,0,0,0,1,0,0,0
lane_change_simple,lane_change,10,highway-v0,8,True,8,6.69,8,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0010_step0008_alignment.json,0,0,0,1,0,0,0
lane_change_simple,lane_change,11,highway-v0,9,True,9,7.56,9,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0011_step0009_alignment.json,0,0,0,1,0,0,0
lane_change_simple,lane_change,12,highway-v0,18,True,18,16.16,18,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0012_step0018_alignment.json,0,0,0,1,0,0,0
lane_change_simple,lane_change,13,highway-v0,4,True,4,2.87,4,Interaction,Interaction,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0013_step0004_interaction.json,0,0,0,0,0,1,0
lane_change_simple,lane_change,14,highway-v0,15,True,15,13.26,15,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0014_step0015_alignment.json,0,0,0,1,0,0,0
lane_change_simple,lane_change,15,highway-v0,20,True,20,18.05,20,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0015_step0020_alignment.json,0,0,0,1,0,0,0
lane_change_simple,lane_change,16,highway-v0,6,True,6,4.78,6,Planning,Planning,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0016_step0006_planning.json,0,0,1,0,0,0,0
lane_change_simple,lane_change,17,highway-v0,7,True,7,5.74,7,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0017_step0007_alignment.json,0,0,0,1,0,0,0
lane_change_simple,lane_change,18,highway-v0,6,True,6,4.82,6,Planning,Planning,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0018_step0006_planning.json,0,0,1,0,0,0,0
lane_change_simple,lane_change,19,highway-v0,11,True,11,9.45,11,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0019_step0011_alignment.json,0,0,0,1,0,0,0
lane_change_simple,lane_change,20,highway-v0,7,True,7,5.76,7,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0020_step0007_alignment.json,0,0,0,1,0,0,0
lane_change_simple,lane_change,21,highway-v0,21,True,21,18.91,21,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0021_step0021_alignment.json,0,0,0,1,0,0,0
lane_change_simple,lane_change,22,highway-v0,9,True,9,7.65,9,Planning,Planning,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0022_step0009_planning.json,0,0,1,0,0,0,0
lane_change_simple,lane_change,23,highway-v0,12,True,12,10.4,12,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0023_step0012_alignment.json,0,0,0,1,0,0,0
lane_change_simple,lane_change,24,highway-v0,6,True,6,4.79,6,Interaction,Interaction,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0024_step0006_interaction.json,0,0,0,0,0,1,0
lane_change_simple,lane_change,25,highway-v0,10,True,10,8.64,10,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0025_step0010_alignment.json,0,0,0,1,0,0,0
lane_change_simple,lane_change,26,highway-v0,10,True,10,8.6,10,Planning,Planning,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0026_step0010_planning.json,0,0,1,0,0,0,0
lane_change_simple,lane_change,27,highway-v0,9,True,9,7.59,9,Planning,Planning,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0027_step0009_planning.json,0,0,1,0,0,0,0
lane_change_simple,lane_change,28,highway-v0,4,True,4,2.87,4,Planning,Planning,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0028_step0004_planning.json,0,0,1,0,0,0,0
lane_change_simple,lane_change,29,highway-v0,20,True,20,18.11,20,Alignment,Alignment,1,results\evaluation_rerun_lcs\evidence\lane_change_simple_ep0029_step0020_alignment.json,0,0,0,1,0,0,0
